x:6.78, V:104.623, Pressure:262760, iteration:1, T:403.15, f_new:14.079, dfdT:5.51298
x:13.27, V:880.829, Pressure:23192.3, iteration:4, T:336.484, f_new:829.37, dfdT:5.86277
x:13.27, V:880.829, Pressure:23192.3, iteration:5, T:336.483, f_new:829.36, dfdT:5.86282
x:13.27, V:880.829, Pressure:23192.3, iteration:6, T:336.479, f_new:829.342, dfdT:5.86291
x:13.27, V:880.829, Pressure:23192.3, iteration:7, T:336.473, f_new:829.304, dfdT:5.86311
x:13.27, V:880.829, Pressure:23192.3, iteration:8, T:336.46, f_new:829.229, dfdT:5.86349
x:13.27, V:880.829, Pressure:23192.3, iteration:9, T:336.435, f_new:nan, dfdT:nan
x:13.28, V:881.108, Pressure:23155.4, iteration:1, T:336.45, f_new:829.927, dfdT:5.86313
x:13.28, V:881.108, Pressure:23155.4, iteration:2, T:336.45, f_new:829.926, dfdT:5.86313
x:13.28, V:881.108, Pressure:23155.4, iteration:3, T:336.45, f_new:829.924, dfdT:5.86315
x:13.28, V:881.108, Pressure:23155.4, iteration:4, T:336.449, f_new:829.919, dfdT:5.86317
x:13.28, V:881.108, Pressure:23155.4, iteration:5, T:336.447, f_new:829.91, dfdT:5.86322
x:13.28, V:881.108, Pressure:23155.4, iteration:6, T:336.444, f_new:829.891, dfdT:5.86332
x:13.28, V:881.108, Pressure:23155.4, iteration:7, T:336.438, f_new:829.853, dfdT:5.86351
x:13.28, V:881.108, Pressure:23155.4, iteration:8, T:336.425, f_new:829.778, dfdT:5.86389
x:13.28, V:881.108, Pressure:23155.4, iteration:9, T:336.399, f_new:nan, dfdT:nan
x:13.29, V:881.386, Pressure:23118.6, iteration:1, T:336.415, f_new:830.476, dfdT:5.86353
x:13.29, V:881.386, Pressure:23118.6, iteration:2, T:336.415, f_new:830.475, dfdT:5.86354
x:13.29, V:881.386, Pressure:23118.6, iteration:3, T:336.415, f_new:830.472, dfdT:5.86355
x:13.29, V:881.386, Pressure:23118.6, iteration:4, T:336.414, f_new:830.468, dfdT:5.86357
x:13.29, V:881.386, Pressure:23118.6, iteration:5, T:336.412, f_new:830.458, dfdT:5.86362
x:13.29, V:881.386, Pressure:23118.6, iteration:6, T:336.409, f_new:830.44, dfdT:5.86372
x:13.29, V:881.386, Pressure:23118.6, iteration:7, T:336.403, f_new:830.402, dfdT:5.86391
x:13.29, V:881.386, Pressure:23118.6, iteration:8, T:336.39, f_new:830.327, dfdT:5.86429
x:13.29, V:881.386, Pressure:23118.6, iteration:9, T:336.364, f_new:nan, dfdT:nan
x:13.3, V:881.664, Pressure:23081.9, iteration:1, T:336.38, f_new:831.024, dfdT:5.86393
x:13.3, V:881.664, Pressure:23081.9, iteration:2, T:336.38, f_new:831.023, dfdT:5.86394
x:13.3, V:881.664, Pressure:23081.9, iteration:3, T:336.38, f_new:831.021, dfdT:5.86395
x:13.3, V:881.664, Pressure:23081.9, iteration:4, T:336.379, f_new:831.016, dfdT:5.86397
x:13.3, V:881.664, Pressure:23081.9, iteration:5, T:336.377, f_new:831.007, dfdT:5.86402
x:13.3, V:881.664, Pressure:23081.9, iteration:6, T:336.374, f_new:830.988, dfdT:5.86412
x:13.3, V:881.664, Pressure:23081.9, iteration:7, T:336.368, f_new:830.95, dfdT:5.86431
x:13.3, V:881.664, Pressure:23081.9, iteration:8, T:336.355, f_new:830.875, dfdT:5.86469
x:13.3, V:881.664, Pressure:23081.9, iteration:9, T:336.329, f_new:nan, dfdT:nan
x:13.31, V:881.942, Pressure:23045.3, iteration:1, T:336.345, f_new:831.572, dfdT:5.86433
x:13.31, V:881.942, Pressure:23045.3, iteration:2, T:336.345, f_new:831.571, dfdT:5.86434
x:13.31, V:881.942, Pressure:23045.3, iteration:3, T:336.344, f_new:831.569, dfdT:5.86435
x:13.31, V:881.942, Pressure:23045.3, iteration:4, T:336.344, f_new:831.564, dfdT:5.86437
x:13.31, V:881.942, Pressure:23045.3, iteration:5, T:336.342, f_new:831.555, dfdT:5.86442
x:13.31, V:881.942, Pressure:23045.3, iteration:6, T:336.339, f_new:831.536, dfdT:5.86452
x:13.31, V:881.942, Pressure:23045.3, iteration:7, T:336.332, f_new:831.498, dfdT:5.86471
x:13.31, V:881.942, Pressure:23045.3, iteration:8, T:336.32, f_new:831.423, dfdT:5.8651
x:13.31, V:881.942, Pressure:23045.3, iteration:9, T:336.294, f_new:nan, dfdT:nan
x:13.32, V:882.219, Pressure:23008.7, iteration:1, T:336.31, f_new:832.12, dfdT:5.86473
x:13.32, V:882.219, Pressure:23008.7, iteration:2, T:336.31, f_new:832.119, dfdT:5.86474
x:13.32, V:882.219, Pressure:23008.7, iteration:3, T:336.309, f_new:832.117, dfdT:5.86475
x:13.32, V:882.219, Pressure:23008.7, iteration:4, T:336.309, f_new:832.112, dfdT:5.86477
x:13.32, V:882.219, Pressure:23008.7, iteration:5, T:336.307, f_new:832.102, dfdT:5.86482
x:13.32, V:882.219, Pressure:23008.7, iteration:6, T:336.304, f_new:832.084, dfdT:5.86492
x:13.32, V:882.219, Pressure:23008.7, iteration:7, T:336.297, f_new:832.046, dfdT:5.86511
x:13.32, V:882.219, Pressure:23008.7, iteration:8, T:336.285, f_new:831.971, dfdT:5.8655
x:13.32, V:882.219, Pressure:23008.7, iteration:9, T:336.259, f_new:nan, dfdT:nan
x:13.33, V:882.496, Pressure:22972.3, iteration:1, T:336.275, f_new:832.667, dfdT:5.86513
x:13.33, V:882.496, Pressure:22972.3, iteration:2, T:336.275, f_new:832.666, dfdT:5.86514
x:13.33, V:882.496, Pressure:22972.3, iteration:3, T:336.274, f_new:832.664, dfdT:5.86515
x:13.33, V:882.496, Pressure:22972.3, iteration:4, T:336.274, f_new:832.659, dfdT:5.86517
x:13.33, V:882.496, Pressure:22972.3, iteration:5, T:336.272, f_new:832.65, dfdT:5.86522
x:13.33, V:882.496, Pressure:22972.3, iteration:6, T:336.269, f_new:832.631, dfdT:5.86532
x:13.33, V:882.496, Pressure:22972.3, iteration:7, T:336.262, f_new:832.593, dfdT:5.86551
x:13.33, V:882.496, Pressure:22972.3, iteration:8, T:336.25, f_new:832.518, dfdT:5.8659
x:13.33, V:882.496, Pressure:22972.3, iteration:9, T:336.224, f_new:nan, dfdT:nan
x:13.34, V:882.773, Pressure:22935.9, iteration:1, T:336.24, f_new:833.214, dfdT:5.86553
x:13.34, V:882.773, Pressure:22935.9, iteration:2, T:336.24, f_new:833.213, dfdT:5.86554
x:13.34, V:882.773, Pressure:22935.9, iteration:3, T:336.239, f_new:833.211, dfdT:5.86555
x:13.34, V:882.773, Pressure:22935.9, iteration:4, T:336.239, f_new:833.206, dfdT:5.86557
x:13.34, V:882.773, Pressure:22935.9, iteration:5, T:336.237, f_new:833.197, dfdT:5.86562
x:13.34, V:882.773, Pressure:22935.9, iteration:6, T:336.234, f_new:833.178, dfdT:5.86572
x:13.34, V:882.773, Pressure:22935.9, iteration:7, T:336.227, f_new:833.14, dfdT:5.86591
x:13.34, V:882.773, Pressure:22935.9, iteration:8, T:336.215, f_new:833.065, dfdT:5.8663
x:13.34, V:882.773, Pressure:22935.9, iteration:9, T:336.189, f_new:nan, dfdT:nan
x:13.35, V:883.05, Pressure:22899.6, iteration:1, T:336.205, f_new:833.761, dfdT:5.86593
x:13.35, V:883.05, Pressure:22899.6, iteration:2, T:336.205, f_new:833.76, dfdT:5.86594
x:13.35, V:883.05, Pressure:22899.6, iteration:3, T:336.204, f_new:833.757, dfdT:5.86595
x:13.35, V:883.05, Pressure:22899.6, iteration:4, T:336.204, f_new:833.753, dfdT:5.86597
x:13.35, V:883.05, Pressure:22899.6, iteration:5, T:336.202, f_new:833.743, dfdT:5.86602
x:13.35, V:883.05, Pressure:22899.6, iteration:6, T:336.199, f_new:833.725, dfdT:5.86612
x:13.35, V:883.05, Pressure:22899.6, iteration:7, T:336.192, f_new:833.687, dfdT:5.86631
x:13.35, V:883.05, Pressure:22899.6, iteration:8, T:336.18, f_new:833.612, dfdT:5.8667
x:13.35, V:883.05, Pressure:22899.6, iteration:9, T:336.154, f_new:nan, dfdT:nan
x:13.36, V:883.326, Pressure:22863.4, iteration:1, T:336.17, f_new:834.307, dfdT:5.86633
x:13.36, V:883.326, Pressure:22863.4, iteration:2, T:336.17, f_new:834.306, dfdT:5.86634
x:13.36, V:883.326, Pressure:22863.4, iteration:3, T:336.169, f_new:834.304, dfdT:5.86635
x:13.36, V:883.326, Pressure:22863.4, iteration:4, T:336.169, f_new:834.299, dfdT:5.86637
x:13.36, V:883.326, Pressure:22863.4, iteration:5, T:336.167, f_new:834.29, dfdT:5.86642
x:13.36, V:883.326, Pressure:22863.4, iteration:6, T:336.164, f_new:834.271, dfdT:5.86652
x:13.36, V:883.326, Pressure:22863.4, iteration:7, T:336.157, f_new:834.233, dfdT:5.86671
x:13.36, V:883.326, Pressure:22863.4, iteration:8, T:336.145, f_new:834.158, dfdT:5.8671
x:13.36, V:883.326, Pressure:22863.4, iteration:9, T:336.119, f_new:nan, dfdT:nan
x:13.37, V:883.602, Pressure:22827.3, iteration:1, T:336.135, f_new:834.853, dfdT:5.86673
x:13.37, V:883.602, Pressure:22827.3, iteration:2, T:336.135, f_new:834.852, dfdT:5.86674
x:13.37, V:883.602, Pressure:22827.3, iteration:3, T:336.135, f_new:834.85, dfdT:5.86675
x:13.37, V:883.602, Pressure:22827.3, iteration:4, T:336.134, f_new:834.845, dfdT:5.86677
x:13.37, V:883.602, Pressure:22827.3, iteration:5, T:336.132, f_new:834.835, dfdT:5.86682
x:13.37, V:883.602, Pressure:22827.3, iteration:6, T:336.129, f_new:834.817, dfdT:5.86692
x:13.37, V:883.602, Pressure:22827.3, iteration:7, T:336.123, f_new:834.779, dfdT:5.86711
x:13.37, V:883.602, Pressure:22827.3, iteration:8, T:336.11, f_new:834.704, dfdT:5.8675
x:13.37, V:883.602, Pressure:22827.3, iteration:9, T:336.084, f_new:nan, dfdT:nan
x:13.38, V:883.878, Pressure:22791.2, iteration:1, T:336.1, f_new:835.399, dfdT:5.86713
x:13.38, V:883.878, Pressure:22791.2, iteration:2, T:336.1, f_new:835.397, dfdT:5.86714
x:13.38, V:883.878, Pressure:22791.2, iteration:3, T:336.1, f_new:835.395, dfdT:5.86715
x:13.38, V:883.878, Pressure:22791.2, iteration:4, T:336.099, f_new:835.39, dfdT:5.86717
x:13.38, V:883.878, Pressure:22791.2, iteration:5, T:336.097, f_new:835.381, dfdT:5.86722
x:13.38, V:883.878, Pressure:22791.2, iteration:6, T:336.094, f_new:835.362, dfdT:5.86732
x:13.38, V:883.878, Pressure:22791.2, iteration:7, T:336.088, f_new:835.325, dfdT:5.86751
x:13.38, V:883.878, Pressure:22791.2, iteration:8, T:336.075, f_new:835.25, dfdT:5.86789
x:13.38, V:883.878, Pressure:22791.2, iteration:9, T:336.049, f_new:nan, dfdT:nan
x:13.39, V:884.153, Pressure:22755.2, iteration:1, T:336.066, f_new:835.944, dfdT:5.86753
x:13.39, V:884.153, Pressure:22755.2, iteration:2, T:336.065, f_new:835.943, dfdT:5.86753
x:13.39, V:884.153, Pressure:22755.2, iteration:3, T:336.065, f_new:835.94, dfdT:5.86755
x:13.39, V:884.153, Pressure:22755.2, iteration:4, T:336.064, f_new:835.936, dfdT:5.86757
x:13.39, V:884.153, Pressure:22755.2, iteration:5, T:336.063, f_new:835.926, dfdT:5.86762
x:13.39, V:884.153, Pressure:22755.2, iteration:6, T:336.059, f_new:835.907, dfdT:5.86772
x:13.39, V:884.153, Pressure:22755.2, iteration:7, T:336.053, f_new:835.87, dfdT:5.86791
x:13.39, V:884.153, Pressure:22755.2, iteration:8, T:336.04, f_new:835.795, dfdT:5.86829
x:13.39, V:884.153, Pressure:22755.2, iteration:9, T:336.015, f_new:nan, dfdT:nan
x:13.4, V:884.428, Pressure:22719.4, iteration:1, T:336.031, f_new:836.489, dfdT:5.86793
x:13.4, V:884.428, Pressure:22719.4, iteration:2, T:336.031, f_new:836.487, dfdT:5.86793
x:13.4, V:884.428, Pressure:22719.4, iteration:3, T:336.03, f_new:836.485, dfdT:5.86795
x:13.4, V:884.428, Pressure:22719.4, iteration:4, T:336.029, f_new:836.48, dfdT:5.86797
x:13.4, V:884.428, Pressure:22719.4, iteration:5, T:336.028, f_new:836.471, dfdT:5.86802
x:13.4, V:884.428, Pressure:22719.4, iteration:6, T:336.025, f_new:836.452, dfdT:5.86811
x:13.4, V:884.428, Pressure:22719.4, iteration:7, T:336.018, f_new:836.415, dfdT:5.86831
x:13.4, V:884.428, Pressure:22719.4, iteration:8, T:336.005, f_new:836.339, dfdT:5.86869
x:13.4, V:884.428, Pressure:22719.4, iteration:9, T:335.98, f_new:nan, dfdT:nan
x:13.41, V:884.703, Pressure:22683.6, iteration:1, T:335.996, f_new:837.033, dfdT:5.86833
x:13.41, V:884.703, Pressure:22683.6, iteration:2, T:335.996, f_new:837.032, dfdT:5.86833
x:13.41, V:884.703, Pressure:22683.6, iteration:3, T:335.995, f_new:837.029, dfdT:5.86834
x:13.41, V:884.703, Pressure:22683.6, iteration:4, T:335.995, f_new:837.025, dfdT:5.86837
x:13.41, V:884.703, Pressure:22683.6, iteration:5, T:335.993, f_new:837.015, dfdT:5.86842
x:13.41, V:884.703, Pressure:22683.6, iteration:6, T:335.99, f_new:836.997, dfdT:5.86851
x:13.41, V:884.703, Pressure:22683.6, iteration:7, T:335.983, f_new:836.959, dfdT:5.86871
x:13.41, V:884.703, Pressure:22683.6, iteration:8, T:335.971, f_new:836.884, dfdT:5.86909
x:13.41, V:884.703, Pressure:22683.6, iteration:9, T:335.945, f_new:nan, dfdT:nan
x:13.42, V:884.977, Pressure:22647.8, iteration:1, T:335.961, f_new:837.577, dfdT:5.86872
x:13.42, V:884.977, Pressure:22647.8, iteration:2, T:335.961, f_new:837.576, dfdT:5.86873
x:13.42, V:884.977, Pressure:22647.8, iteration:3, T:335.961, f_new:837.574, dfdT:5.86874
x:13.42, V:884.977, Pressure:22647.8, iteration:4, T:335.96, f_new:837.569, dfdT:5.86877
x:13.42, V:884.977, Pressure:22647.8, iteration:5, T:335.958, f_new:837.559, dfdT:5.86881
x:13.42, V:884.977, Pressure:22647.8, iteration:6, T:335.955, f_new:837.541, dfdT:5.86891
x:13.42, V:884.977, Pressure:22647.8, iteration:7, T:335.949, f_new:837.503, dfdT:5.8691
x:13.42, V:884.977, Pressure:22647.8, iteration:8, T:335.936, f_new:837.428, dfdT:5.86949
x:13.42, V:884.977, Pressure:22647.8, iteration:9, T:335.91, f_new:nan, dfdT:nan
x:13.43, V:885.251, Pressure:22612.2, iteration:1, T:335.927, f_new:838.121, dfdT:5.86912
x:13.43, V:885.251, Pressure:22612.2, iteration:2, T:335.926, f_new:838.12, dfdT:5.86913
x:13.43, V:885.251, Pressure:22612.2, iteration:3, T:335.926, f_new:838.117, dfdT:5.86914
x:13.43, V:885.251, Pressure:22612.2, iteration:4, T:335.925, f_new:838.113, dfdT:5.86917
x:13.43, V:885.251, Pressure:22612.2, iteration:5, T:335.924, f_new:838.103, dfdT:5.86921
x:13.43, V:885.251, Pressure:22612.2, iteration:6, T:335.92, f_new:838.084, dfdT:5.86931
x:13.43, V:885.251, Pressure:22612.2, iteration:7, T:335.914, f_new:838.047, dfdT:5.8695
x:13.43, V:885.251, Pressure:22612.2, iteration:8, T:335.901, f_new:837.972, dfdT:5.86989
x:13.43, V:885.251, Pressure:22612.2, iteration:9, T:335.876, f_new:nan, dfdT:nan
x:13.44, V:885.525, Pressure:22576.6, iteration:1, T:335.892, f_new:838.664, dfdT:5.86952
x:13.44, V:885.525, Pressure:22576.6, iteration:2, T:335.892, f_new:838.663, dfdT:5.86953
x:13.44, V:885.525, Pressure:22576.6, iteration:3, T:335.891, f_new:838.661, dfdT:5.86954
x:13.44, V:885.525, Pressure:22576.6, iteration:4, T:335.89, f_new:838.656, dfdT:5.86956
x:13.44, V:885.525, Pressure:22576.6, iteration:5, T:335.889, f_new:838.647, dfdT:5.86961
x:13.44, V:885.525, Pressure:22576.6, iteration:6, T:335.886, f_new:838.628, dfdT:5.86971
x:13.44, V:885.525, Pressure:22576.6, iteration:7, T:335.879, f_new:838.59, dfdT:5.8699
x:13.44, V:885.525, Pressure:22576.6, iteration:8, T:335.866, f_new:838.515, dfdT:5.87029
x:13.44, V:885.525, Pressure:22576.6, iteration:9, T:335.841, f_new:nan, dfdT:nan
x:13.45, V:885.798, Pressure:22541.2, iteration:1, T:335.857, f_new:839.207, dfdT:5.86992
x:13.45, V:885.798, Pressure:22541.2, iteration:2, T:335.857, f_new:839.206, dfdT:5.86992
x:13.45, V:885.798, Pressure:22541.2, iteration:3, T:335.857, f_new:839.204, dfdT:5.86994
x:13.45, V:885.798, Pressure:22541.2, iteration:4, T:335.856, f_new:839.199, dfdT:5.86996
x:13.45, V:885.798, Pressure:22541.2, iteration:5, T:335.854, f_new:839.19, dfdT:5.87001
x:13.45, V:885.798, Pressure:22541.2, iteration:6, T:335.851, f_new:839.171, dfdT:5.87011
x:13.45, V:885.798, Pressure:22541.2, iteration:7, T:335.845, f_new:839.133, dfdT:5.8703
x:13.45, V:885.798, Pressure:22541.2, iteration:8, T:335.832, f_new:839.058, dfdT:5.87069
x:13.45, V:885.798, Pressure:22541.2, iteration:9, T:335.806, f_new:nan, dfdT:nan
x:13.46, V:886.072, Pressure:22505.8, iteration:1, T:335.823, f_new:839.75, dfdT:5.87032
x:13.46, V:886.072, Pressure:22505.8, iteration:2, T:335.822, f_new:839.749, dfdT:5.87032
x:13.46, V:886.072, Pressure:22505.8, iteration:3, T:335.822, f_new:839.746, dfdT:5.87033
x:13.46, V:886.072, Pressure:22505.8, iteration:4, T:335.821, f_new:839.742, dfdT:5.87036
x:13.46, V:886.072, Pressure:22505.8, iteration:5, T:335.82, f_new:839.732, dfdT:5.87041
x:13.46, V:886.072, Pressure:22505.8, iteration:6, T:335.816, f_new:839.713, dfdT:5.8705
x:13.46, V:886.072, Pressure:22505.8, iteration:7, T:335.81, f_new:839.676, dfdT:5.8707
x:13.46, V:886.072, Pressure:22505.8, iteration:8, T:335.797, f_new:839.601, dfdT:5.87108
x:13.46, V:886.072, Pressure:22505.8, iteration:9, T:335.772, f_new:nan, dfdT:nan
x:13.47, V:886.344, Pressure:22470.4, iteration:1, T:335.788, f_new:840.292, dfdT:5.87071
x:13.47, V:886.344, Pressure:22470.4, iteration:2, T:335.788, f_new:840.291, dfdT:5.87072
x:13.47, V:886.344, Pressure:22470.4, iteration:3, T:335.787, f_new:840.289, dfdT:5.87073
x:13.47, V:886.344, Pressure:22470.4, iteration:4, T:335.787, f_new:840.284, dfdT:5.87076
x:13.47, V:886.344, Pressure:22470.4, iteration:5, T:335.785, f_new:840.275, dfdT:5.8708
x:13.47, V:886.344, Pressure:22470.4, iteration:6, T:335.782, f_new:840.256, dfdT:5.8709
x:13.47, V:886.344, Pressure:22470.4, iteration:7, T:335.775, f_new:840.218, dfdT:5.87109
x:13.47, V:886.344, Pressure:22470.4, iteration:8, T:335.763, f_new:840.143, dfdT:5.87148
x:13.47, V:886.344, Pressure:22470.4, iteration:9, T:335.737, f_new:nan, dfdT:nan
x:13.48, V:886.617, Pressure:22435.2, iteration:1, T:335.754, f_new:840.834, dfdT:5.87111
x:13.48, V:886.617, Pressure:22435.2, iteration:2, T:335.753, f_new:840.833, dfdT:5.87112
x:13.48, V:886.617, Pressure:22435.2, iteration:3, T:335.753, f_new:840.831, dfdT:5.87113
x:13.48, V:886.617, Pressure:22435.2, iteration:4, T:335.752, f_new:840.826, dfdT:5.87115
x:13.48, V:886.617, Pressure:22435.2, iteration:5, T:335.751, f_new:840.816, dfdT:5.8712
x:13.48, V:886.617, Pressure:22435.2, iteration:6, T:335.747, f_new:840.798, dfdT:5.8713
x:13.48, V:886.617, Pressure:22435.2, iteration:7, T:335.741, f_new:840.76, dfdT:5.87149
x:13.48, V:886.617, Pressure:22435.2, iteration:8, T:335.728, f_new:840.685, dfdT:5.87188
x:13.48, V:886.617, Pressure:22435.2, iteration:9, T:335.703, f_new:nan, dfdT:nan
x:13.49, V:886.889, Pressure:22400, iteration:1, T:335.719, f_new:841.376, dfdT:5.87151
x:13.49, V:886.889, Pressure:22400, iteration:2, T:335.719, f_new:841.375, dfdT:5.87152
x:13.49, V:886.889, Pressure:22400, iteration:3, T:335.718, f_new:841.372, dfdT:5.87153
x:13.49, V:886.889, Pressure:22400, iteration:4, T:335.718, f_new:841.367, dfdT:5.87155
x:13.49, V:886.889, Pressure:22400, iteration:5, T:335.716, f_new:841.358, dfdT:5.8716
x:13.49, V:886.889, Pressure:22400, iteration:6, T:335.713, f_new:841.339, dfdT:5.8717
x:13.49, V:886.889, Pressure:22400, iteration:7, T:335.706, f_new:841.302, dfdT:5.87189
x:13.49, V:886.889, Pressure:22400, iteration:8, T:335.694, f_new:841.227, dfdT:5.87228
x:13.49, V:886.889, Pressure:22400, iteration:9, T:335.668, f_new:nan, dfdT:nan
x:13.5, V:887.161, Pressure:22365, iteration:1, T:335.685, f_new:841.917, dfdT:5.87191
x:13.5, V:887.161, Pressure:22365, iteration:2, T:335.684, f_new:841.916, dfdT:5.87191
x:13.5, V:887.161, Pressure:22365, iteration:3, T:335.684, f_new:841.913, dfdT:5.87192
x:13.5, V:887.161, Pressure:22365, iteration:4, T:335.683, f_new:841.909, dfdT:5.87195
x:13.5, V:887.161, Pressure:22365, iteration:5, T:335.682, f_new:841.899, dfdT:5.872
x:13.5, V:887.161, Pressure:22365, iteration:6, T:335.678, f_new:841.881, dfdT:5.87209
x:13.5, V:887.161, Pressure:22365, iteration:7, T:335.672, f_new:841.843, dfdT:5.87229
x:13.5, V:887.161, Pressure:22365, iteration:8, T:335.659, f_new:841.768, dfdT:5.87267
x:13.5, V:887.161, Pressure:22365, iteration:9, T:335.634, f_new:nan, dfdT:nan
x:13.51, V:887.433, Pressure:22329.9, iteration:1, T:335.65, f_new:842.458, dfdT:5.8723
x:13.51, V:887.433, Pressure:22329.9, iteration:2, T:335.65, f_new:842.457, dfdT:5.87231
x:13.51, V:887.433, Pressure:22329.9, iteration:3, T:335.649, f_new:842.454, dfdT:5.87232
x:13.51, V:887.433, Pressure:22329.9, iteration:4, T:335.649, f_new:842.45, dfdT:5.87235
x:13.51, V:887.433, Pressure:22329.9, iteration:5, T:335.647, f_new:842.44, dfdT:5.87239
x:13.51, V:887.433, Pressure:22329.9, iteration:6, T:335.644, f_new:842.421, dfdT:5.87249
x:13.51, V:887.433, Pressure:22329.9, iteration:7, T:335.637, f_new:842.384, dfdT:5.87268
x:13.51, V:887.433, Pressure:22329.9, iteration:8, T:335.625, f_new:842.309, dfdT:5.87307
x:13.51, V:887.433, Pressure:22329.9, iteration:9, T:335.599, f_new:nan, dfdT:nan
x:13.52, V:887.705, Pressure:22295, iteration:1, T:335.616, f_new:842.998, dfdT:5.8727
x:13.52, V:887.705, Pressure:22295, iteration:2, T:335.615, f_new:842.997, dfdT:5.87271
x:13.52, V:887.705, Pressure:22295, iteration:3, T:335.615, f_new:842.995, dfdT:5.87272
x:13.52, V:887.705, Pressure:22295, iteration:4, T:335.614, f_new:842.99, dfdT:5.87274
x:13.52, V:887.705, Pressure:22295, iteration:5, T:335.613, f_new:842.981, dfdT:5.87279
x:13.52, V:887.705, Pressure:22295, iteration:6, T:335.609, f_new:842.962, dfdT:5.87289
x:13.52, V:887.705, Pressure:22295, iteration:7, T:335.603, f_new:842.924, dfdT:5.87308
x:13.52, V:887.705, Pressure:22295, iteration:8, T:335.59, f_new:842.849, dfdT:5.87347
x:13.52, V:887.705, Pressure:22295, iteration:9, T:335.565, f_new:nan, dfdT:nan
x:13.53, V:887.976, Pressure:22260.2, iteration:1, T:335.581, f_new:843.539, dfdT:5.8731
x:13.53, V:887.976, Pressure:22260.2, iteration:2, T:335.581, f_new:843.537, dfdT:5.8731
x:13.53, V:887.976, Pressure:22260.2, iteration:3, T:335.581, f_new:843.535, dfdT:5.87311
x:13.53, V:887.976, Pressure:22260.2, iteration:4, T:335.58, f_new:843.53, dfdT:5.87314
x:13.53, V:887.976, Pressure:22260.2, iteration:5, T:335.578, f_new:843.521, dfdT:5.87319
x:13.53, V:887.976, Pressure:22260.2, iteration:6, T:335.575, f_new:843.502, dfdT:5.87328
x:13.53, V:887.976, Pressure:22260.2, iteration:7, T:335.569, f_new:843.465, dfdT:5.87348
x:13.53, V:887.976, Pressure:22260.2, iteration:8, T:335.556, f_new:843.389, dfdT:5.87386
x:13.53, V:887.976, Pressure:22260.2, iteration:9, T:335.53, f_new:nan, dfdT:nan
x:13.54, V:888.247, Pressure:22225.4, iteration:1, T:335.547, f_new:844.078, dfdT:5.87349
x:13.54, V:888.247, Pressure:22225.4, iteration:2, T:335.547, f_new:844.077, dfdT:5.8735
x:13.54, V:888.247, Pressure:22225.4, iteration:3, T:335.546, f_new:844.075, dfdT:5.87351
x:13.54, V:888.247, Pressure:22225.4, iteration:4, T:335.546, f_new:844.07, dfdT:5.87354
x:13.54, V:888.247, Pressure:22225.4, iteration:5, T:335.544, f_new:844.061, dfdT:5.87358
x:13.54, V:888.247, Pressure:22225.4, iteration:6, T:335.541, f_new:844.042, dfdT:5.87368
x:13.54, V:888.247, Pressure:22225.4, iteration:7, T:335.534, f_new:844.004, dfdT:5.87387
x:13.54, V:888.247, Pressure:22225.4, iteration:8, T:335.522, f_new:843.929, dfdT:5.87426
x:13.54, V:888.247, Pressure:22225.4, iteration:9, T:335.496, f_new:nan, dfdT:nan
x:13.55, V:888.517, Pressure:22190.7, iteration:1, T:335.513, f_new:844.618, dfdT:5.87389
x:13.55, V:888.517, Pressure:22190.7, iteration:2, T:335.512, f_new:844.617, dfdT:5.87389
x:13.55, V:888.517, Pressure:22190.7, iteration:3, T:335.512, f_new:844.614, dfdT:5.87391
x:13.55, V:888.517, Pressure:22190.7, iteration:4, T:335.511, f_new:844.61, dfdT:5.87393
x:13.55, V:888.517, Pressure:22190.7, iteration:5, T:335.51, f_new:844.6, dfdT:5.87398
x:13.55, V:888.517, Pressure:22190.7, iteration:6, T:335.506, f_new:844.581, dfdT:5.87408
x:13.55, V:888.517, Pressure:22190.7, iteration:7, T:335.5, f_new:844.544, dfdT:5.87427
x:13.55, V:888.517, Pressure:22190.7, iteration:8, T:335.487, f_new:844.469, dfdT:5.87466
x:13.55, V:888.517, Pressure:22190.7, iteration:9, T:335.462, f_new:nan, dfdT:nan
x:13.56, V:888.787, Pressure:22156.1, iteration:1, T:335.478, f_new:845.157, dfdT:5.87429
x:13.56, V:888.787, Pressure:22156.1, iteration:2, T:335.478, f_new:845.156, dfdT:5.87429
x:13.56, V:888.787, Pressure:22156.1, iteration:3, T:335.478, f_new:845.153, dfdT:5.8743
x:13.56, V:888.787, Pressure:22156.1, iteration:4, T:335.477, f_new:845.149, dfdT:5.87433
x:13.56, V:888.787, Pressure:22156.1, iteration:5, T:335.475, f_new:845.139, dfdT:5.87438
x:13.56, V:888.787, Pressure:22156.1, iteration:6, T:335.472, f_new:845.121, dfdT:5.87447
x:13.56, V:888.787, Pressure:22156.1, iteration:7, T:335.466, f_new:845.083, dfdT:5.87467
x:13.56, V:888.787, Pressure:22156.1, iteration:8, T:335.453, f_new:845.008, dfdT:5.87505
x:13.56, V:888.787, Pressure:22156.1, iteration:9, T:335.427, f_new:nan, dfdT:nan
x:13.57, V:889.057, Pressure:22121.6, iteration:1, T:335.444, f_new:845.696, dfdT:5.87468
x:13.57, V:889.057, Pressure:22121.6, iteration:2, T:335.444, f_new:845.695, dfdT:5.87469
x:13.57, V:889.057, Pressure:22121.6, iteration:3, T:335.443, f_new:845.692, dfdT:5.8747
x:13.57, V:889.057, Pressure:22121.6, iteration:4, T:335.443, f_new:845.688, dfdT:5.87472
